48.453197,-124.769867
48.423256,-123.110991
49,-123.321457
49,-120.5077814
49,-117.6941058
49,-114.8804302
49,-112.0667546
49,-109.253079
49,-106.4394034
49,-103.6257278
49,-100.8120522
49,-97.9983766
49,-95.184701
49.373112,-95.153452
49.311566,-94.824753
48.779356,-94.675348
48.45435,-92.508081
47.976964,-89.742952
48.257779,-88.34018
46.792785,-84.835937
46.829936,-84.848507
45.30495,-82.533309
43.569915,-82.081646
41.591729,-82.389087
42.258373,-80.556416
42.868293,-78.907635
43.598586,-78.697698
43.594038,-76.79964
44.991371,-74.863166
44.992442,-73.084908
45.009968,-71.500789
46.428491,-70.104304
47.446604,-69.22395
47.061004,-67.782361
44.671284,-66.985059
44.031992,-69.101925
42.023529,-70.649609
41.311172,-72.335129
38.990911,-74.858133
38.063021,-75.418267
36.375641,-75.968138
34.917643,-76.3893
34.000993,-77.884422
32.693927,-80.001737
31.405764,-81.289874
29.687194,-81.273723
27.965402,-80.642508
26.437306,-80.077833
25.28321,-80.389914
25.155017,-81.076325
26.52043,-82.026648
29.247439,-83.083625
30.161848,-84.27266
29.731964,-85.227158
30.247101,-87.439391
30.172265,-90.434604
29.103369,-90.185663
28.65399,-96.312069
29.758556,-101.46728
28.999761,-103.171221
31.802986,-106.839855
31.426442,-111.254328
32.709609,-114.736248
32.709609,-114.736248
34.534902,-120.501069
36.560713,-121.855165
38.112209,-122.927169
41.99385,-124.184283
44.745628,-124.007242
46.405824,-124.042086
47.661907,-124.377008
27.895414,-82.803345
29.520594,-83.354387
29.756808,-93.030625
31.913898,-113.008952
26.009839,-97.207813
32.539783,-117.077678
35.863353,-121.380951
38.956485,-123.68844
39.916698,-123.94305
40.441448,-124.395634
29.682517,-93.49819
29.28127,-94.987715
28.473467,-96.766802
28.548852,-100.310761
29.908004,-102.346345
29.106238,-103.491896
30.953969,-105.567489
31.744544,-106.803026
31.764235,-108.191267
31.316448,-111.227573
31.968198,-113.080146
32.708765,-114.787595
33.358064,-117.552155
44.432033,-68.025788
43.874741,-69.582098
43.206956,-70.595307
40.28276,-73.944546
39.042284,-74.895909
37.2384,-75.977571
40.280175,-124.282443
42.874907,-124.495917
45.309482,-123.983089
47.062538,-124.172509
28.263066,-96.896798
27.165704,-97.538079
26.218636,-98.433482
28.135113,-100.081644
47.839674,-87.43126
47.505149,-86.5319
47.505149,-86.5319
46.073757,-83.914607
45.775158,-83.580063
45.313825,-82.522671
44.474187,-82.295877
43.611581,-82.098471
43.010099,-82.405843
43.152037,-79.052279
44.445782,-75.837414
45.512889,-70.716046
46.67881,-67.808807
46.215077,-67.790422
45.949933,-67.785126
42.237429,-70.784767
31.494072,-81.239357
30.902102,-81.542598
29.649307,-81.253193
29.001717,-80.893324
28.192292,-80.644936
27.484319,-80.330257
26.926432,-82.349514
29.344615,-83.19258
30.342746,-88.303744
30.342746,-88.303744
29.921768,-89.405907
29.62843,-89.725774
29.062846,-89.152994
29.062846,-89.152994
28.085969,-100.067179
29.259099,-100.839579
29.568175,-104.367025
30.736221,-105.101231
31.344279,-105.955391
44.004959,-124.146967
27.321113,-99.48642
28.622165,-100.435406
29.446012,-102.822516
29.511692,-104.487934
30.98707,-105.613797
31.327538,-109.686915
31.905088,-113.089765
34.382564,-119.834816
35.675712,-121.264272
29.824103,-104.601981
31.016248,-105.578692
45.294665,-67.475178
45.294665,-67.475178
29.558283,-92.253669
29.70798,-92.956066
29.744893,-93.722554
29.744893,-93.722554
29.132891,-82.820984
31.266106,-105.846307
31.266106,-105.846307
32.581013,-115.991525
35.64179,-121.173592
37.179872,-122.381243
38.285214,-122.989321
25.568692,-81.263257
29.420347,-83.266847
25.676019,-81.294465
29.165087,-82.989008
35.148024,-120.766429
34.299084,-119.362617
29.47158,-83.302581
28.707351,-82.653682
32.342609,-114.426405
34.044824,-118.532846
